nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,harga_tiket,link,latitude,longitude,link_gambar
Saung Bagja,Umum,Lainnya,Cigombong,Kabupaten Bogor,5.0,2,,https://www.google.com/maps/place/Saung+Bagja/data=!4m7!3m6!1s0x2e69cd30fc0220cf:0x75a36c7b01b1819d!8m2!3d-6.7353272!4d106.8163057!16s%2Fg%2F11rhrt78p0!19sChIJzyAC_DDNaS4RnYGxAXtso3U?authuser=0&hl=id&rclk=1,-6.7353272,106.8163057,
camping hobbit garden and waroeng melipir,Alam,Wisata Alam,Cigombong,Kabupaten Bogor,4.0,1,,https://www.google.com/maps/place/camping+hobbit+garden+and+waroeng+melipir/data=!4m7!3m6!1s0x2e69cff14a3a9469:0xe4b6696b83114cfa!8m2!3d-6.7035233!4d106.779998!16s%2Fg%2F11sff4r_mr!19sChIJaZQ6SvHPaS4R-kwRg2tptuQ?authuser=0&hl=id&rclk=1,-6.7035233,106.779998,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxg6lgiXtv9PkXtISB9WpjvZv-LZG13-A1-4q5lkwHUrQRhUaXNtPI1J_ZmdoSye4Veesl-NMXATGgyrcf8wqupLdP8dBYKFdDhNiflKAuMf1bhIODixln4rny_5ROszZMzYo8=w1200-h800
Lido Adventure Park,Alam,Wisata Alam,Cigombong,Kabupaten Bogor,4.3,124,,https://www.google.com/maps/place/Lido+Adventure+Park/data=!4m7!3m6!1s0x2e69cd352470b7d5:0xfa32356c052b4915!8m2!3d-6.7457915!4d106.8095212!16s%2Fg%2F11m25mr2_r!19sChIJ1bdwJDXNaS4RFUkrBWw1Mvo?authuser=0&hl=id&rclk=1,-6.7457915,106.8095212,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEa2EA2awCr2bAeB0n6KNIRwyq6umooeatolbTqCkAVrjQsFoJRf5phE7fECOsxGt-8VkxM2qPv0kmLM2za9KZr2mnPo00IpUFuBklvwYB8Bat6iSRkJOFqKBIv2oUMbIcHwZMvg=w1200-h800
Wisata Edukasi Bioflog PTQ Du Lido,Budaya,Wisata Budaya & Edukasi,Cigombong,Kabupaten Bogor,,,,https://www.google.com/maps/place/Wisata+Edukasi+Bioflog+PTQ+Du+Lido/data=!4m7!3m6!1s0x2e69cd0fd8c8aaf3:0xbf563248da25dec8!8m2!3d-6.7319913!4d106.8109584!16s%2Fg%2F11khh74ngj!19sChIJ86rI2A_NaS4RyN4l2kgyVr8?authuser=0&hl=id&rclk=1,-6.7319913,106.8109584,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxSbuTaYD-DJVwXxbLhv2yhmfrwGmP5dUF7xTMXThKIYNrpDcUzrTuNtY1klT2QKa-0e3a5FcYXORHlj1c4ccd6eO736I9YCbMTGF0wB1UhRbO_HuKTl6pgtc7251woo5Eo6sNy=w1200-h800
Curug Cibadak,Alam,Wisata Alam,Cigombong,Kabupaten Bogor,4.4,85,,https://www.google.com/maps/place/Curug+Cibadak/data=!4m7!3m6!1s0x2e69ce7599b22b69:0x23bdfcd5c0547a42!8m2!3d-6.7129892!4d106.7609191!16s%2Fg%2F11c7s4jyjb!19sChIJaSuymXXOaS4RQnpUwNX8vSM?authuser=0&hl=id&rclk=1,-6.7129892,106.7609191,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6jfIpc1o3Bt8D37ZyUqFaoH9LF0raGef215-Bb7pjHz_dXMmhdRh2rXbFe9Jl1niu2FBKZi0YeUEixP5X8V761Gz3fBhF1WxukedUEwn5V58inhA-EXPOv6bSgrso3Wcd1qY=w1200-h800
Bogor ceria adventure,Umum,Lainnya,Cigombong,Kabupaten Bogor,4.9,22,,https://www.google.com/maps/place/Bogor+ceria+adventure/data=!4m7!3m6!1s0x2e69cd83719fd695:0x9eae43f890ca7958!8m2!3d-6.7194654!4d106.8132259!16s%2Fg%2F11twd2dm_c!19sChIJldafcYPNaS4RWHnKkPhDrp4?authuser=0&hl=id&rclk=1,-6.7194654,106.8132259,https://lh3.googleusercontent.com/p/AF1QipMyYoHJd7TgM5OXDyL-VfOP-PVtEdzp8fmJzRK2=w1200-h800
Lenirra Glamping,Alam,Wisata Alam,Cigombong,Kabupaten Bogor,4.4,146,,https://www.google.com/maps/place/Lenirra+Glamping/data=!4m7!3m6!1s0x2e69cf09255c9983:0x2b24d9bee4d54182!8m2!3d-6.7106341!4d106.7920638!16s%2Fg%2F11sd_cr0rb!19sChIJg5lcJQnPaS4RgkHV5L7ZJCs?authuser=0&hl=id&rclk=1,-6.7106341,106.7920638,https://lh3.googleusercontent.com/p/AF1QipO4p0pkBR7nKtaQzw1MT2TzallYE9kmV4_A2Iq0=w1200-h800
Negeri Diatas Awan Bogor,Umum,Lainnya,Cigombong,Kabupaten Bogor,4.8,13,,https://www.google.com/maps/place/Negeri+Diatas+Awan+Bogor/data=!4m7!3m6!1s0x2e69cd4093ddeea7:0xaef573af33984486!8m2!3d-6.7347258!4d106.7644858!16s%2Fg%2F11pyrw1n1k!19sChIJp-7dk0DNaS4RhkSYM69z9a4?authuser=0&hl=id&rclk=1,-6.7347258,106.7644858,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw7HpHHS719YdVyYxpPfp0CASWD7gHfQLLSHROjo1SFTB0Fcw2IhhqoUF8Aw-2pS-1Fqn8tPgs1GbNkXIjYjBuPegD0YKgvMw0YdG1MMn8oHa_PVof2TNoN1vs7uE8V-9CTxf-v=w1200-h800
Bantar Rafting Official,Umum,Lainnya,Cigombong,Kabupaten Bogor,5.0,6,,https://www.google.com/maps/place/Bantar+Rafting+Official/data=!4m7!3m6!1s0x2e69cd85189e102d:0xfdd5ffdf55a96499!8m2!3d-6.7224362!4d106.8100879!16s%2Fg%2F11vdlggz6c!19sChIJLRCeGIXNaS4RmWSpVd__1f0?authuser=0&hl=id&rclk=1,-6.7224362,106.8100879,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwNVi6PBRP3hZlyAdVTzyiDgHKZMS4sF5FCUkXR0u2BHHZ_PzkFyG8jrL5cXewKpTE_Va3_qJuEQocmqHaDJ7GMbsKDC1lFVsMATrj77JLITeXJvIeN0Z5uCNM9nBCdeuq_cFZ2=w1200-h800
DANAU LIDO,Alam,Wisata Alam,Cigombong,Kabupaten Bogor,5.0,3,,https://www.google.com/maps/place/DANAU+LIDO/data=!4m7!3m6!1s0x2e69cd0056df9329:0x97940c6d4e40445d!8m2!3d-6.7440128!4d106.8072927!16s%2Fg%2F11xnc67nkf!19sChIJKZPfVgDNaS4RXURATm0MlJc?authuser=0&hl=id&rclk=1,-6.7440128,106.8072927,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdL-m6cb0cPMvh7kHV2QRyFWLr8wYjDZAtOsXXIXLV091up_vZ2kSEYfmX9sHIXPuP-jgR0YzIPpsYhciNHE25cCqyb7P047q-i8K26Qzy0q9K0kj-3pKZ2QO9KQFjcM2VQub-K2vwNXo=w1200-h800
Pondok hijau,Umum,Lainnya,Cigombong,Kabupaten Bogor,,,,https://www.google.com/maps/place/Pondok+hijau/data=!4m7!3m6!1s0x2e69cd77c87ff027:0xdbbc7b722a1400f9!8m2!3d-6.7462174!4d106.8119382!16s%2Fg%2F11sqrrdhzl!19sChIJJ_B_yHfNaS4R-QAUKnJ7vNs?authuser=0&hl=id&rclk=1,-6.7462174,106.8119382,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiRJ_7sq-PTKbN4Wq4m4ftoX2m8HQA2kGCBWpYn1BmqLSNIhA8DGhYa5YaRoKWNptDCjIXFQTuTHktKr4u0ss-xbMeDsQ9Pqd4BgVB5CuXkxGbpd99HEIeoqoNxPCY6lE-dd_8=w1200-h800
Saung,Umum,Lainnya,Cigombong,Kabupaten Bogor,,,,https://www.google.com/maps/place/Saung/data=!4m7!3m6!1s0x2e69cd696f0f5a8b:0xdfbb535a6561c7c8!8m2!3d-6.7312188!4d106.763864!16s%2Fg%2F11jzq0dhyx!19sChIJi1oPb2nNaS4RyMdhZVpTu98?authuser=0&hl=id&rclk=1,-6.7312188,106.763864,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxM96hMTBfSpoGcBRt3tFRfWD5HzfphdPAPV6ix0iDndorft0-j0Q68ezVbPQXhsiZjmvK11Pnt9WwvoaGjfZJwWPBWV0ozp1oir05VyzrjYTJT8TOmtxbs5GCeLSM1FtmVx0Gu=w1200-h800
Kp Palalangon Pasirjaya Cigombong Bogor jawa Barat,Umum,Lainnya,Cigombong,Kabupaten Bogor,5.0,3,,https://www.google.com/maps/place/Kp+Palalangon+Pasirjaya+Cigombong+Bogor+jawa+Barat/data=!4m7!3m6!1s0x2e69cdd1df10cfc3:0xa01ec38ae0f7a3c4!8m2!3d-6.7310303!4d106.7742717!16s%2Fg%2F11kp_98ws_!19sChIJw88Q39HNaS4RxKP34IrDHqA?authuser=0&hl=id&rclk=1,-6.7310303,106.7742717,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPPrc3aWHo25_krY52AABeSleJS4OTuUeLXlKYH9Hw7_JWYFbLJrU3UxEyj5zrd8X9VuVM1A8zJOGZ8uTkZ2ArckppPhtBc0L-Jb3_X8ut7joYi9qPLHjltm_UKdpAPIz0WRQ=w1200-h800
Arung Jeram AlamAnda,Umum,Lainnya,Cigombong,Kabupaten Bogor,4.7,120,,https://www.google.com/maps/place/Arung+Jeram+AlamAnda/data=!4m7!3m6!1s0x2e69c952bbb5ab63:0x14010355a8d2ea6f!8m2!3d-6.7017515!4d106.8173556!16s%2Fg%2F11c311kvbz!19sChIJY6u1u1LJaS4Rb-rSqFUDARQ?authuser=0&hl=id&rclk=1,-6.7017515,106.8173556,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvUS4ZQC_z6zBDjoIbj0MEeTiNYb8nbwfoarK2bUQh1sshyxsPFLM6mKMFYwgdrd6jT4vGwxM_ER-gV8bN6XujM_u92HdLf7iA438wCltmgz9Avu6stNJVAo3d_Vrq7DIn7iX5sAA5snzN=w1200-h800
Villa De Quinta bogor,Rekreasi,Wisata Rekreasi,Cigombong,Kabupaten Bogor,4.6,125,,https://www.google.com/maps/place/Villa+De+Quinta+bogor/data=!4m7!3m6!1s0x2e69cc1a1606f77f:0x154fefb77021a809!8m2!3d-6.720036!4d106.8006626!16s%2Fg%2F11clyt9cq_!19sChIJf_cGFhrMaS4RCaghcLfvTxU?authuser=0&hl=id&rclk=1,-6.720036,106.8006626,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx80gV8X9MDqDbaqXOFXYJhAQkM5yDnIAQnmkLzCyOD5LAMtj2l36bc9Uz6fw89f-GKShnhnegaE4Fi4Nb35HHEacD3QIuqFxKIc7qWgWOgE5hMqRbjzcsUZTWR8HTVYxV8v9qJ=w1200-h800
Taman Gajah Kembar Villa Mutiara Lido Cigombong,Rekreasi,Wisata Rekreasi,Cigombong,Kabupaten Bogor,4.6,5,,https://www.google.com/maps/place/Taman+Gajah+Kembar+Villa+Mutiara+Lido+Cigombong/data=!4m7!3m6!1s0x2e69cddd1aa7d67b:0xd2535cddf6f84a05!8m2!3d-6.7491679!4d106.8006887!16s%2Fg%2F11lg2hqwc8!19sChIJe9anGt3NaS4RBUr49t1cU9I?authuser=0&hl=id&rclk=1,-6.7491679,106.8006887,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZLkXcT58YRqCEJ7d1POowHTSC2CVr2pB3Q2oMMcKShaHexH_OpdngFo7F-xefqdKpoodkZw67fxyinhjuKIJopLjP_taXxLkyfEbths-6LhtqymDY-IbvSd6HooUjdpw-zBzNLA=w1200-h800
LIDO ADVENTURE 4X4,Umum,Lainnya,Cigombong,Kabupaten Bogor,5.0,4,,https://www.google.com/maps/place/LIDO+ADVENTURE+4X4/data=!4m7!3m6!1s0x2e69cd005b042799:0x5f428b399be201fa!8m2!3d-6.7413049!4d106.8128937!16s%2Fg%2F11ypkvr2xx!19sChIJmScEWwDNaS4R-gHimzmLQl8?authuser=0&hl=id&rclk=1,-6.7413049,106.8128937,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-RzoW8yLbfAolgnJXgBR6GV3r4L6qlnFK7lKDK1ZKmKs0Dtjklj9EeDWnZAlWR0CQsfjdpMJxz-GfYXpKB255xAYreCFZYK_6Q0grLLQEdpHtWfl8-9fj0rO2OgAlG3NhVwwHF_n3Vwz7=w1200-h800
Curug Citaman,Alam,Wisata Alam,Cigombong,Kabupaten Bogor,4.5,229,,https://www.google.com/maps/place/Curug+Citaman/data=!4m7!3m6!1s0x2e69cdb8a6aaa489:0x845a7efd6332157!8m2!3d-6.733111!4d106.7540532!16s%2Fg%2F11d_wmzby_!19sChIJiaSqprjNaS4RVyEz1u-nRQg?authuser=0&hl=id&rclk=1,-6.733111,106.7540532,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxkP-n9QG56St_658pygNeEbxLxGgPYNMJTt0y7rVj2HY4LT2SCJhm2xiwGY0ef0IkCIe7N1Zl6jtNnh5hJdCzo8ZQee87MlIfdOGryXcmBVoZoCBHs1sLs5coIWvxioFDF9RD8=w1200-h800
Bodogol Eduventure Villa,Rekreasi,Wisata Rekreasi,Cigombong,Kabupaten Bogor,4.9,113,,https://www.google.com/maps/place/Bodogol+Eduventure+Villa/data=!4m7!3m6!1s0x2e69cb498006c5a9:0x4f73efa0e40385eb!8m2!3d-6.7692352!4d106.8352275!16s%2Fg%2F11jzgwmj12!19sChIJqcUGgEnLaS4R64UD5KDvc08?authuser=0&hl=id&rclk=1,-6.7692352,106.8352275,https://lh3.googleusercontent.com/p/AF1QipMwySJ1kRh_ThMBZreKfXBNJRETKAKQlFGj1caJ=w1200-h800
Panorama Hjp Land ( Wisata Pasiran Tengah),Umum,Lainnya,Cigombong,Kabupaten Bogor,4.7,371,,https://www.google.com/maps/place/Panorama+Hjp+Land+%28+Wisata+Pasiran+Tengah%29/data=!4m7!3m6!1s0x2e69cf5e50319183:0xacbd76b55c6017f5!8m2!3d-6.6706844!4d106.7600928!16s%2Fg%2F11s5576p80!19sChIJg5ExUF7PaS4R9RdgXLV2vaw?authuser=0&hl=id&rclk=1,-6.6706844,106.7600928,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwE7eKHrGafBggdAkS4-yuzW-_v20zIQt2iCwc-kbYgJhVvvz49CEr37DTpYEaX90uMbQUztEv55IIdA2V6miKWHTavx-R4Py5IYdRlfBdOYvp-TyZ54WJriJDpYtYz5ATNoRW-ig=w1200-h800
Kampoeng Bamboe,Budaya,Wisata Budaya & Edukasi,Cigombong,Kabupaten Bogor,4.8,4,,https://www.google.com/maps/place/Kampoeng+Bamboe/data=!4m7!3m6!1s0x2e69cd50440cfcc5:0x6c48d3c669759add!8m2!3d-6.720669!4d106.8005595!16s%2Fg%2F11l73glngp!19sChIJxfwMRFDNaS4R3Zp1acbTSGw?authuser=0&hl=id&rclk=1,-6.720669,106.8005595,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSymEvHF60b_PdSuFWOlUnS_u3zpFXcG_2giFo7jr5ovIGgx9XjDtcv9ylyNDfC9qqisJcUKCJdfRpdEpXitKZLvRJCMoi6UeOwhDMim6IylTnxmZwTPYXLZ_Z4zT3kyfVmxd_eK=w1200-h800
Kampung Wisata Ciwaluh,Budaya,Wisata Budaya & Edukasi,Cigombong,Kabupaten Bogor,4.5,400,,https://www.google.com/maps/place/Kampung+Wisata+Ciwaluh/data=!4m7!3m6!1s0x2e69cb13e98d08fb:0xa3e1681ae3b9fa85!8m2!3d-6.7644215!4d106.8462693!16s%2Fg%2F11bzzvz_r7!19sChIJ-wiN6RPLaS4Rhfq54xpo4aM?authuser=0&hl=id&rclk=1,-6.7644215,106.8462693,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsAqoHi6N_XtM_eKrc7ThBEi8dG4ntwXcPApfWufC-kRkmQVTYySDCPu8y_nUP-_Qsjb0-jvCstAeJNe8ec0zSKjIhXDA9iqgr0r3aQxAs-ENHQtkZjsCwonPFY6pGD5wcD3PXYA=w1200-h800
Lido World Garden,Alam,Wisata Alam,Cigombong,Kabupaten Bogor,4.1,7,,https://www.google.com/maps/place/Lido+World+Garden/data=!4m7!3m6!1s0x2e69cd099d677d9d:0x85d9f3d364250cb1!8m2!3d-6.7618154!4d106.8110692!16s%2Fg%2F11rsg3r5tc!19sChIJnX1nnQnNaS4RsQwlZNPz2YU?authuser=0&hl=id&rclk=1,-6.7618154,106.8110692,
Pinus River Camp Ciwaluh,Alam,Wisata Alam,Cigombong,Kabupaten Bogor,4.9,32,,https://www.google.com/maps/place/Pinus+River+Camp+Ciwaluh/data=!4m7!3m6!1s0x2e69c51c6d891d95:0x5d29a6716c044246!8m2!3d-6.7642008!4d106.8436152!16s%2Fg%2F11y2gzkysn!19sChIJlR2JbRzFaS4RRkIEbHGmKV0?authuser=0&hl=id&rclk=1,-6.7642008,106.8436152,https://lh3.googleusercontent.com/p/AF1QipMBq1dX7WCeCfR64paLXK6uh-M4aRTOuH7VLusA=w1200-h800
Taman Pinus D Delapan,Alam,Wisata Alam,Cigombong,Kabupaten Bogor,4.5,11,,https://www.google.com/maps/place/Taman+Pinus+D+Delapan/data=!4m7!3m6!1s0x2e69cdefbd404b09:0x7852cde9549e9da3!8m2!3d-6.7514846!4d106.7979334!16s%2Fg%2F11gl213gfx!19sChIJCUtAve_NaS4Ro52eVOnNUng?authuser=0&hl=id&rclk=1,-6.7514846,106.7979334,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSye-wUr1LuJ9SV3LmRZBmER2BdgILaBMO_VeUZ3K716dXZiqeDwdRHngq6jtPJPfD513SQp_Yyh76aBXf89y4wHqZeDZJ2ORjruWMBGLRWysbpQXvt1LxkLcOEqdWtpytHnuHxp=w1200-h800
Cigombong Lake,Alam,Wisata Alam,Cigombong,Kabupaten Bogor,4.7,6,,https://www.google.com/maps/place/Cigombong+Lake/data=!4m7!3m6!1s0x2e69cd55357baecd:0x824b78a774d06fd2!8m2!3d-6.7433333!4d106.8097222!16s%2Fg%2F11qg4q0xlv!19sChIJza57NVXNaS4R0m_QdKd4S4I?authuser=0&hl=id&rclk=1,-6.7433333,106.8097222,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiRJ_7sq-PTKbN4Wq4m4ftoX2m8HQA2kGCBWpYn1BmqLSNIhA8DGhYa5YaRoKWNptDCjIXFQTuTHktKr4u0ss-xbMeDsQ9Pqd4BgVB5CuXkxGbpd99HEIeoqoNxPCY6lE-dd_8=w1200-h800
Kebun jati pohon naga,Alam,Wisata Alam,Cigombong,Kabupaten Bogor,5.0,4,,https://www.google.com/maps/place/Kebun+jati+pohon+naga/data=!4m7!3m6!1s0x2e69cd006956da07:0xbe338848d74487ef!8m2!3d-6.7453353!4d106.7869551!16s%2Fg%2F11ld4158rt!19sChIJB9pWaQDNaS4R74dE10iIM74?authuser=0&hl=id&rclk=1,-6.7453353,106.7869551,https://lh3.googleusercontent.com/p/AF1QipMFS7x4snL-pVVlgbkmxWxs36dwS-3wlnlJi9J4=w1200-h800
SABA IMAH KEBON,Umum,Lainnya,Cigombong,Kabupaten Bogor,5.0,20,,https://www.google.com/maps/place/SABA+IMAH+KEBON/data=!4m7!3m6!1s0x2e69cd1f37300751:0x662a4a6b251ff614!8m2!3d-6.7223315!4d106.7909854!16s%2Fg%2F11sb30m1jk!19sChIJUQcwNx_NaS4RFPYfJWtKKmY?authuser=0&hl=id&rclk=1,-6.7223315,106.7909854,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbeS9Qfk90DTNNo6YaRhl4AJQWt22MI1WtE3ZSxAlTI3NQqyPNa1ux6WArxgR_FhS78paaZkZl77Ul_ahnJaA8iGTbUQpneHtXI76_NDBS3qpVJp-5T75ONX6t6k2k4FPRx0GZxQ=w1200-h800
Panorama Gunung Tela,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,5.0,1,,https://www.google.com/maps/place/Panorama+Gunung+Tela/data=!4m7!3m6!1s0x2e69df001146a36f:0x1cf28ca86bfa55fa!8m2!3d-6.5309687!4d106.5485443!16s%2Fg%2F11vrbv_28q!19sChIJb6NGEQDfaS4R-lX6a6iM8hw?authuser=0&hl=id&rclk=1,-6.5309687,106.5485443,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiDvzjoNXdTZSftCKmUp_AfzIFIy6WsK-EMLPtLnKgn4xHlS_ALk_3SMIitgOuxhVrPAoM47o95brMfeoJpEl0FC2d1RnoTrs2fOgQG9bMbZXU5XiHozQmWrMpZOoVZtwrikPtGQ=w1200-h800
Wisata alam gunung dago,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,4.5,1145,,https://www.google.com/maps/place/Wisata+alam+gunung+dago/data=!4m7!3m6!1s0x2e69e1117f7ad37b:0x1cc348e36e114c87!8m2!3d-6.3891104!4d106.5807442!16s%2Fg%2F11spjkdbqr!19sChIJe9N6fxHhaS4Rh0wRbuNIwxw?authuser=0&hl=id&rclk=1,-6.3891104,106.5807442,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzVCHiPEEjP84Zu936hM8Iku1_WDOhYq9o5xZj0qdklHVlsmSPDmSWv72s1bn-elLxHmrXRWP8hmtGznKeIRNDlwG4Nop1j1LygBjsvuhh74GbMhmIMIR_L7xcJ7ZDdBOHRIWKXwQ=w1200-h800
Objek Wisata Lembah Cisadane,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,4.2,37,,https://www.google.com/maps/place/Objek+Wisata+Lembah+Cisadane/data=!4m7!3m6!1s0x2e69dd52453dc449:0xfd4588feca906c29!8m2!3d-6.4674613!4d106.6652142!16s%2Fg%2F11rjvpmbzc!19sChIJScQ9RVLdaS4RKWyQyv6IRf0?authuser=0&hl=id&rclk=1,-6.4674613,106.6652142,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxaxUWae1xOoMa7Zupd5gdG5krFzAod4VGZQqyVQwglPU2sjKJKp6rjQfnkN-BipbiREfHxP8TxY9u1HsGbXCEy6LEIuNe5y3MV8HzAfIXngOwlhTkcE7GlIOqvr3yfHz6pk4Q5VQ=w1200-h800
Situ Pasir Maung,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,4.3,186,,https://www.google.com/maps/place/Situ+Pasir+Maung/data=!4m7!3m6!1s0x2e69e1afb306478d:0xcc4115c1ee83591a!8m2!3d-6.4097702!4d106.5867735!16s%2Fg%2F11nxrlxp_p!19sChIJjUcGs6_haS4RGlmD7sEVQcw?authuser=0&hl=id&rclk=1,-6.4097702,106.5867735,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwc4GQaX5fu8CuclOL68NXgdb1KNhvWYYaUWx4nFU8ItkHl5nV15-W_5fq1UjLsFSQgfyS9PG4wNScmmMi9xAEtdaJSV4MVe4LLqcfoef6As4C0QeULav6pUfdNs038e88lkBLr6w=w1200-h800
Pemancingan Telaga Ratu,Umum,Lainnya,Cigudeg,Kabupaten Bogor,5.0,4,,https://www.google.com/maps/place/Pemancingan+Telaga+Ratu/data=!4m7!3m6!1s0x2e69df006382f3a7:0x7b795f7b303eb51!8m2!3d-6.5239088!4d106.5566172!16s%2Fg%2F11xmf_znz7!19sChIJp_OCYwDfaS4RUesDs_eVtwc?authuser=0&hl=id&rclk=1,-6.5239088,106.5566172,
Kampung Adat Wana Cendana,Budaya,Wisata Budaya & Edukasi,Cigudeg,Kabupaten Bogor,4.4,62,,https://www.google.com/maps/place/Kampung+Adat+Wana+Cendana/data=!4m7!3m6!1s0x2e69e3f73de1bac1:0x245acd94c45d288!8m2!3d-6.3871033!4d106.5837333!16s%2Fg%2F11fm74p8rm!19sChIJwbrhPffjaS4RiNJFTNmsRQI?authuser=0&hl=id&rclk=1,-6.3871033,106.5837333,
RCB Water Park,Rekreasi,Wisata Rekreasi,Cigudeg,Kabupaten Bogor,4.0,380,,https://www.google.com/maps/place/RCB+Water+Park/data=!4m7!3m6!1s0x2e420b41c4016d6b:0x71faae41f7aa82bd!8m2!3d-6.4555864!4d106.4601142!16s%2Fg%2F11bxg1jjfb!19sChIJa20BxEELQi4RvYKq90Gu-nE?authuser=0&hl=id&rclk=1,-6.4555864,106.4601142,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx6AD4tSgINnB8jFQt2kA6bqWMiGkGz98OPDwnG2xeM0STT_I9k7omK7p2Jn0me6MsC57wF3MFZrrWNP2vlNasgrhsRkoJiKX_T9FJpzYLE1inON9cabdx_a6BAPygy5fx3J_k=w1200-h800
Curug Ciapus,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,4.4,5,,https://www.google.com/maps/place/Curug+Ciapus/data=!4m7!3m6!1s0x2e4275b42aad25e5:0x7fbbba5942ebe240!8m2!3d-6.4972821!4d106.5300166!16s%2Fg%2F11q1v4gfs_!19sChIJ5SWtKrR1Qi4RQOLrQlm6u38?authuser=0&hl=id&rclk=1,-6.4972821,106.5300166,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-SR0vAZxokGpxq4h1CeoeQUXe9vOaHPYFs9Pchz5f4D-l9rCdxXpc2Ohg-OgJ58W0Lds1LjmVz5L4SZwTp5_D8jGma_5JavqcRkg0rgipD-4fGgcukC990ptpEgc3FhFE4OLymA=w1200-h800
Situs Gunung Munara,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,4.4,337,,https://www.google.com/maps/place/Situs+Gunung+Munara/data=!4m7!3m6!1s0x2e69e74b648f6b03:0x69f2496781b97d7d!8m2!3d-6.4537291!4d106.6311862!16s%2Fg%2F11by_qg38h!19sChIJA2uPZEvnaS4RfX25gWdJ8mk?authuser=0&hl=id&rclk=1,-6.4537291,106.6311862,
Parkiran Wisata Curug Rahong,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,4.5,28,,https://www.google.com/maps/place/Parkiran+Wisata+Curug+Rahong/data=!4m7!3m6!1s0x2e69e1acf5c5e661:0xf287e35ecba5d7e4!8m2!3d-6.4436312!4d106.5708318!16s%2Fg%2F11j4_hvldn!19sChIJYebF9azhaS4R5Nely17jh_I?authuser=0&hl=id&rclk=1,-6.4436312,106.5708318,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxVdcFp3jEoHsMqcvZ2sivQWfnwOgMWCPK0A0xiqDb-WEmRFjNM0PEyaAhoj8EUXi8gX3xuOb5M7a1HhVJ6FXfjt1hM9Q9vbcsNRtw0xCJUohxVrXGYw-vJcnThl5Ktcqb3YNem=w1200-h800
Wisata Curug Ancol,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,5.0,4,,https://www.google.com/maps/place/Wisata+Curug+Ancol/data=!4m7!3m6!1s0x2e69e1d00b75b189:0xb8faa08421fa38eb!8m2!3d-6.4450324!4d106.5416795!16s%2Fg%2F11l5xl1lqv!19sChIJibF1C9DhaS4R6zj6IYSg-rg?authuser=0&hl=id&rclk=1,-6.4450324,106.5416795,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxewj8sbCWcnXM8bgJ8qEoy5OVEEYkckUVkKPTSEd9jpr9lg5M8nQa8h8Pk9MZUJExen9oUdF8Ek-19UCEwIXtkBsPMK2KRp4NyX52jF1gsaEdc5agcjS38TlynzlZ3pIJRwyYI=w1200-h800
